TC_Gene	PSR_ID	Type	EAnnot	ENSG	GeneName	Tr	Strand
TC1500264_CAPN3	PSR150001580	-	ENSE00003791946	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001581	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001581	-	ENSE00003487304	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001581	-	ENSE00003487304	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001582	-	ENSE00003798488	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001582	-	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001582	-	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001582	-	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001582	-	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001583	-	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001583	-	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001583	-	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001583	-	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001583	-	ENSE00003796792	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001584	-	ENSE00003800448	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001584	-	ENSE00003600997	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001584	-	ENSE00003600997	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001584	-	ENSE00003600997	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001584	-	ENSE00003600997	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001585	-	ENSE00003543631	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001585	-	ENSE00003543631	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001585	-	ENSE00003543631	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001585	-	ENSE00003543631	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001585	-	ENSE00003795651	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001586	-	ENSE00003793450	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001586	-	ENSE00003508111	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001586	-	ENSE00003508111	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001586	-	ENSE00003508111	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001586	-	ENSE00003508111	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001587	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001588	-	ENSE00001527687	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001588	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001588	-	*ENSE00002594528	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001589	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001590	-	ENSE00003801039	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001590	-	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001590	-	*ENSE00002623062	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001591	-	ENSE00003798376	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001592	-	ENSE00001491540	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001592	-	ENSE00002610367	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001592	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001592	-	ENSE00003733074	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001592	-	*ENSE00002620742	*ENSG00000092529	*CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001593	-	ENSE00001491540	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001593	-	ENSE00002610367	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001593	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001593	-	ENSE00002629768	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001593	-	ENSE00002578780	ENSG00000092529	CAPN3	ENST00000565173	1.0
TC1500264_CAPN3	PSR150001593	-	ENSE00002620742	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001593	-	ENSE00003733074	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001593	-	*ENSE00002624863	*ENSG00000092529	*CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001594	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001594	-	ENSE00002597709	ENSG00000092529	CAPN3	ENST00000565173	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00002607231	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001594	-	ENSE00003508801	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003515870	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003515870	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003515870	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003515870	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003515870	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00002617963	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00002585726	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003748186	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001595	-	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001596	-	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001597	-	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	PSR150001597	-	*ENSE00002590677	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00002628367	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003459699	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003459699	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00003606999	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001598	-	ENSE00002578645	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001599	-	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	PSR150001599	-	*Intron	*ENSG00000092529	*CAPN3	-	-
TC1500264_CAPN3	PSR150001600	-	ENSE00002614401	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001600	-	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003560501	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003677949	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003677949	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001601	-	ENSE00003677949	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001601	-	*ENSE00002611865	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001602	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001602	-	ENSE00002607388	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00002607388	ENSG00000092529	CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00002627333	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001602	-	ENSE00002606785	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001602	-	*ENSE00002619408	*ENSG00000092529	*CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	PSR150001602	-	*ENSE00002585930	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	PSR150001602	-	*ENSE00002584886	*ENSG00000092529	*CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	PSR150001602	-	*ENSE00003792271	*ENSG00000092529	*CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001603	-	Intron	ENSG00000092529	CAPN3	-	-
TC1500264_CAPN3	PSR150001603	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00002627333	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001603	-	ENSE00002606785	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001603	-	*ENSE00002609065	*ENSG00000092529	*CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	PSR150001603	-	*Intron	*ENSG00000092529	*CAPN3	-	-
TC1500264_CAPN3	PSR150001604	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000349748	1.0
